zone_name,latitude,longitude,time_hour,is_festival_period,is_monsoon_heavy_rain,previous_incidents,crowd_level,weather_risk,tourist_density,zone_risk,risk_score,risk_label
Inner Girivalam Path / Forest Tract (Restricted),12.240996336377636,79.08503857699685,6,1,0,8,Low,Low,Medium,High,77.7,High
Inner Girivalam Path / Forest Tract (Restricted),12.24029042718479,79.08452382580647,3,0,1,0,Low,Low,High,High,74.3,High
Inner Girivalam Path / Forest Tract (Restricted),12.238178432226887,79.08676874810081,15,0,0,1,Low,Low,Low,High,55.8,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238990240503886,79.0852709692846,7,0,1,4,Medium,Low,Low,High,55.6,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239319657072285,79.08511843322107,14,0,0,4,Medium,Low,Medium,High,62.5,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.241711571475099,79.0855164033873,12,0,0,1,Low,Medium,Medium,High,60.9,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239584688722282,79.0831869117162,12,0,0,4,Low,Low,High,High,69.3,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.24112547131148,79.08575602075456,18,0,0,3,Low,Medium,Low,High,65.7,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.240678269149061,79.08542846972544,4,0,0,2,Low,Low,Medium,High,85.1,High
Inner Girivalam Path / Forest Tract (Restricted),12.239547414141642,79.0857996387184,12,0,0,8,Medium,Low,Medium,High,75.5,High
Inner Girivalam Path / Forest Tract (Restricted),12.238555274485362,79.08520146479985,19,0,0,3,Medium,Low,Low,High,54.5,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.240732991438643,79.08501668745679,1,0,0,4,Low,Medium,High,High,100.0,High
Inner Girivalam Path / Forest Tract (Restricted),12.241674108022234,79.08418885926339,9,0,0,5,Medium,Medium,Medium,High,76.2,High
Inner Girivalam Path / Forest Tract (Restricted),12.241564579220366,79.08513287329284,13,0,1,3,Low,Low,Medium,High,58.9,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.240893181010891,79.08691357425074,1,0,0,1,Low,Low,Low,High,63.2,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238715180959376,79.08697726560565,23,0,0,3,Medium,High,Low,High,97.3,High
Inner Girivalam Path / Forest Tract (Restricted),12.241184209140563,79.08558813714463,2,0,0,2,High,Low,Medium,High,69.7,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238939620289791,79.08482321014222,18,0,0,4,Medium,Medium,Medium,High,56.2,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238891087776718,79.08505653572901,0,0,0,3,Medium,Low,High,High,72.0,High
Inner Girivalam Path / Forest Tract (Restricted),12.24103661581684,79.08306397213315,12,0,0,3,Medium,Low,Medium,High,53.7,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238206692130147,79.08558202513358,23,0,0,5,Low,Low,Medium,High,93.7,High
Inner Girivalam Path / Forest Tract (Restricted),12.240429666910599,79.08376490126625,2,0,0,7,High,Low,Medium,High,95.1,High
Inner Girivalam Path / Forest Tract (Restricted),12.240231952702235,79.08480990856661,11,0,0,1,Medium,Medium,Medium,High,44.0,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239700860909352,79.08527742822486,11,0,1,5,Low,Medium,Medium,High,94.5,High
Inner Girivalam Path / Forest Tract (Restricted),12.241013597485193,79.08633457078196,15,0,0,7,Medium,Low,Medium,High,71.1,High
Inner Girivalam Path / Forest Tract (Restricted),12.23993566263901,79.08598510614046,12,0,0,4,High,Low,Low,High,51.0,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.24011419541391,79.08622761373819,7,0,0,2,Medium,Low,High,High,56.1,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239775158388106,79.0834379969005,1,0,0,2,Medium,Low,Medium,High,69.0,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239423982127969,79.08503175701667,18,0,0,11,High,Low,High,High,69.2,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.241669417160095,79.08412160361343,20,0,0,3,High,Low,Medium,High,53.7,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.24088551885927,79.08613110318646,21,0,0,4,Medium,Medium,Medium,High,67.6,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.241841534918741,79.08362567295055,11,0,0,2,Low,High,Medium,High,75.0,High
Inner Girivalam Path / Forest Tract (Restricted),12.24179581022041,79.08431798738465,16,0,0,5,Low,Medium,Low,High,81.3,High
Inner Girivalam Path / Forest Tract (Restricted),12.238945626603126,79.08549019435125,12,0,1,6,High,Low,Medium,High,66.3,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238980623627361,79.08550762420937,0,0,0,3,Low,Low,High,High,87.6,High
Inner Girivalam Path / Forest Tract (Restricted),12.239825629051715,79.08465642625228,5,0,0,3,Low,Medium,Low,High,64.3,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.23944320237637,79.0836414753953,13,0,0,4,Medium,Medium,High,High,76.1,High
Inner Girivalam Path / Forest Tract (Restricted),12.240499734894227,79.08597804809659,10,0,1,3,Medium,Low,Low,High,49.6,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238089197655805,79.08549759222271,5,0,1,4,Medium,Low,Low,High,50.3,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.240521693182886,79.08593771848032,1,0,0,7,Medium,Low,Medium,High,92.6,High
Inner Girivalam Path / Forest Tract (Restricted),12.23821895292758,79.08612306353068,20,0,0,4,High,Medium,Low,High,51.9,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.240090139542563,79.08582277238362,3,0,0,3,Low,High,High,High,100.0,High
Inner Girivalam Path / Forest Tract (Restricted),12.239131166070523,79.08541876598912,21,0,0,6,Medium,Medium,High,High,72.5,High
Inner Girivalam Path / Forest Tract (Restricted),12.23911916984587,79.08420484739709,0,0,0,4,Low,Low,Medium,High,88.9,High
Inner Girivalam Path / Forest Tract (Restricted),12.23879040023324,79.0847580224131,12,0,0,2,Medium,Low,Medium,High,39.1,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239687529765439,79.08663007655991,14,0,0,6,Medium,Low,Medium,High,68.3,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.241863696906652,79.08645597257382,13,0,0,5,Low,Low,High,High,75.4,High
Inner Girivalam Path / Forest Tract (Restricted),12.239625459109165,79.08698931126058,13,0,0,5,Medium,High,High,High,80.7,High
Inner Girivalam Path / Forest Tract (Restricted),12.24049723570617,79.08543186847545,11,0,0,4,Medium,Low,High,High,64.4,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.2411665362463,79.08646884554047,19,0,0,0,Medium,Low,Low,High,25.6,Low
Inner Girivalam Path / Forest Tract (Restricted),12.239933154710895,79.08520756521028,17,0,0,5,High,Low,Medium,High,54.9,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238034689498987,79.08585761378475,20,0,0,1,High,Medium,Medium,High,41.5,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.24107801601395,79.0841782424295,1,0,0,4,Medium,Low,High,High,91.8,High
Inner Girivalam Path / Forest Tract (Restricted),12.240628102555068,79.08622195231374,21,0,0,2,High,Medium,Medium,High,53.1,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238193327134976,79.08326834600196,10,0,0,4,Medium,Low,High,High,56.3,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239916555649504,79.08609643066461,6,0,0,6,Medium,Low,Low,High,62.3,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238571710518304,79.08433056378313,2,0,0,5,Medium,Medium,Medium,High,91.4,High
Inner Girivalam Path / Forest Tract (Restricted),12.238981136654234,79.08628052405358,14,0,0,7,High,Low,Low,High,62.0,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.240145013170789,79.08551291101162,3,0,0,6,Medium,Low,High,High,95.6,High
Inner Girivalam Path / Forest Tract (Restricted),12.239682086323876,79.08583311866168,6,0,1,3,Low,Medium,Low,High,58.1,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239600685852666,79.08438077854076,4,1,0,1,Low,Low,Low,High,71.6,High
Inner Girivalam Path / Forest Tract (Restricted),12.23873308801298,79.08562541522987,15,0,0,3,Medium,Low,High,High,57.7,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239387301512124,79.08364580794168,16,0,0,4,High,Low,Low,High,46.8,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239312381156617,79.08399181457439,20,0,0,4,Low,Low,High,High,71.8,High
Inner Girivalam Path / Forest Tract (Restricted),12.240827961158793,79.08561375439123,3,0,0,1,Low,Low,Medium,High,75.6,High
Inner Girivalam Path / Forest Tract (Restricted),12.240377056425244,79.08653003530861,4,0,0,3,Medium,Low,Low,High,70.5,High
Inner Girivalam Path / Forest Tract (Restricted),12.239660353429215,79.08497176010789,20,0,0,7,Low,Low,High,High,79.6,High
Inner Girivalam Path / Forest Tract (Restricted),12.239475116600117,79.08489774824339,4,0,1,1,Medium,Low,Medium,High,71.1,High
Inner Girivalam Path / Forest Tract (Restricted),12.23896385763998,79.08354727379943,0,0,0,3,Low,Medium,Medium,High,90.7,High
Inner Girivalam Path / Forest Tract (Restricted),12.24119602692619,79.0847512867588,15,0,0,2,High,Low,Medium,High,51.8,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.240792506488877,79.08436355207598,19,0,0,6,High,Low,Medium,High,61.7,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.24122316639976,79.08684962382085,11,0,1,3,High,Medium,High,High,64.5,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.240225124888171,79.08671907697249,3,0,1,6,Medium,Medium,Medium,High,95.0,High
Inner Girivalam Path / Forest Tract (Restricted),12.239470562508066,79.0850119940439,5,0,0,1,Low,Medium,Medium,High,66.2,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238333010508237,79.08301100669128,14,0,0,3,Low,Medium,High,High,66.3,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.23896103983479,79.08346057051772,0,0,0,7,High,Medium,Low,High,97.8,High
Inner Girivalam Path / Forest Tract (Restricted),12.240484638602968,79.08687564800651,6,0,0,6,Medium,Low,Medium,High,66.4,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238253069016444,79.08423212559596,16,0,1,1,High,Low,Low,High,34.7,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.240503918330766,79.08383200473124,21,0,0,6,High,Medium,Medium,High,74.6,High
Inner Girivalam Path / Forest Tract (Restricted),12.239874668052002,79.08472604706307,7,0,0,9,Low,Low,Medium,High,75.7,High
Inner Girivalam Path / Forest Tract (Restricted),12.240272594095062,79.08488800308837,5,0,1,3,High,Medium,Low,High,51.9,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239870904897066,79.08363160509148,2,0,0,5,High,Low,Medium,High,73.8,High
Inner Girivalam Path / Forest Tract (Restricted),12.241758067865929,79.08634929412084,22,0,0,4,Medium,Low,Medium,High,81.4,High
Inner Girivalam Path / Forest Tract (Restricted),12.23877410672661,79.08624248960889,0,0,0,5,Medium,Low,High,High,91.6,High
Inner Girivalam Path / Forest Tract (Restricted),12.239994693255618,79.0834278894362,11,0,0,5,High,Low,High,High,60.2,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.240550821804758,79.08557594636235,11,1,1,3,Medium,Medium,Low,High,46.7,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239334229319894,79.08457213404402,10,0,0,2,Low,Low,Medium,High,64.4,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.240070710210134,79.08649010092364,18,0,0,2,Medium,Medium,Medium,High,54.0,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238403202631988,79.08665475726185,8,0,0,5,High,Medium,Low,High,68.6,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239830563172571,79.08328753508137,20,0,0,2,Low,Medium,Medium,High,68.8,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239233348893523,79.08506291289315,19,0,0,5,Low,Medium,Medium,High,75.1,High
Inner Girivalam Path / Forest Tract (Restricted),12.238566248078543,79.08371599537011,19,0,0,5,Medium,Low,High,High,76.6,High
Inner Girivalam Path / Forest Tract (Restricted),12.239314197257908,79.08339695354074,21,0,0,8,Medium,Low,Low,High,61.1,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.241734967643485,79.08539537135904,0,0,0,3,Medium,Medium,Medium,High,85.9,High
Inner Girivalam Path / Forest Tract (Restricted),12.239166380036194,79.08659035473768,10,0,1,1,High,High,Low,High,49.8,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238314066663477,79.08558344925767,5,0,1,1,High,Low,Low,High,29.8,Low
Inner Girivalam Path / Forest Tract (Restricted),12.239521310878468,79.08446113473144,9,0,0,3,Medium,Low,Low,High,42.8,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.241249962558891,79.08310369719149,10,0,0,3,High,Medium,High,High,56.4,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.241982980541014,79.08382637467783,12,0,0,2,High,Low,Low,High,45.0,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.240001191206995,79.08583586491596,1,1,0,3,Low,Medium,Medium,High,87.4,High
Inner Girivalam Path / Forest Tract (Restricted),12.2406288845106,79.08390945417716,18,1,0,3,High,Low,High,High,47.6,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.241048864345542,79.08545763303391,0,0,0,3,Low,Medium,Low,High,90.0,High
Inner Girivalam Path / Forest Tract (Restricted),12.241743228797487,79.08418461563936,6,0,0,5,High,Medium,Medium,High,76.8,High
Inner Girivalam Path / Forest Tract (Restricted),12.23972545950387,79.08669194803124,20,0,1,4,Medium,Low,Medium,High,64.5,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239412523677318,79.08349151677784,5,0,0,2,Low,Medium,Low,High,63.6,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.241374752388511,79.08586595212277,6,0,0,5,Medium,Medium,Low,High,73.1,High
Inner Girivalam Path / Forest Tract (Restricted),12.241782757373837,79.0831849022325,14,0,0,2,Low,Low,Medium,High,57.3,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.241053019819496,79.08547978196992,1,0,0,1,Low,Low,Medium,High,68.5,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.240600890562705,79.0842994400981,7,0,0,7,Medium,Low,Medium,High,72.2,High
Inner Girivalam Path / Forest Tract (Restricted),12.241445724431891,79.08349612300067,20,1,0,6,Medium,Medium,Medium,High,72.3,High
Inner Girivalam Path / Forest Tract (Restricted),12.241447291769614,79.08435122767885,6,0,0,5,Medium,Medium,Medium,High,82.6,High
Inner Girivalam Path / Forest Tract (Restricted),12.239964409001415,79.08430763474261,19,1,0,6,Low,Low,Low,High,72.5,High
Inner Girivalam Path / Forest Tract (Restricted),12.241192469376637,79.0850962650112,4,0,0,2,Medium,Medium,High,High,77.6,High
Inner Girivalam Path / Forest Tract (Restricted),12.24117201559453,79.08495667947629,19,0,1,6,Medium,Low,Medium,High,62.0,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.23895162535754,79.08678408218475,20,0,0,3,Low,Low,High,High,67.3,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239687976236016,79.08533350932731,15,0,0,4,High,Low,High,High,65.0,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.241048356188873,79.08494990144868,16,1,0,1,Medium,Low,Medium,High,41.0,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.241167840681811,79.08599152906154,13,0,0,3,Medium,Low,Medium,High,61.8,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.24160538524842,79.08613156073889,21,0,0,2,Medium,Medium,Low,High,56.9,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.24008017961969,79.08546362142314,11,0,0,4,Medium,Medium,High,High,72.5,High
Inner Girivalam Path / Forest Tract (Restricted),12.24132158935625,79.08443846367264,20,0,0,2,Medium,Medium,High,High,58.4,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238877010480637,79.08458597051961,1,0,0,1,Medium,Low,Medium,High,71.1,High
Inner Girivalam Path / Forest Tract (Restricted),12.240408291199692,79.08503842061921,20,0,0,5,Low,Medium,Low,High,79.8,High
Inner Girivalam Path / Forest Tract (Restricted),12.240170710158495,79.08670015760143,8,0,1,2,High,Low,High,High,45.2,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239933445700087,79.0841991641322,7,0,0,2,High,Low,High,High,50.1,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239086740749485,79.08322049850837,14,0,0,4,High,Low,High,High,59.6,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.241420670044512,79.08557610416176,12,0,0,1,Medium,Low,Medium,High,38.7,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239603679022498,79.08560066544362,22,0,0,2,High,Medium,Medium,High,71.8,High
Inner Girivalam Path / Forest Tract (Restricted),12.24012841714702,79.0854090592224,21,0,0,6,Low,Low,Medium,High,77.5,High
Inner Girivalam Path / Forest Tract (Restricted),12.239888146576707,79.08488052158914,23,1,1,2,High,Low,Low,High,73.2,High
Inner Girivalam Path / Forest Tract (Restricted),12.23941303951889,79.08354727211471,13,0,0,4,Medium,Medium,High,High,69.3,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.23820162495284,79.0835465008803,5,0,0,2,Low,Low,Medium,High,49.6,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239672454676692,79.08351362849896,19,0,1,3,Low,Low,Low,High,63.4,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.241834184948528,79.08451701783537,20,0,0,1,High,Medium,Medium,High,52.5,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238390739883334,79.08441079890163,9,0,1,4,Low,Low,Low,High,70.1,High
Inner Girivalam Path / Forest Tract (Restricted),12.240883992195847,79.08375829739418,21,1,0,3,Medium,Low,Medium,High,54.4,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239239026237428,79.08581966090651,13,0,0,1,Low,Low,Low,High,46.5,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238553931386248,79.0837153692783,11,0,0,7,Low,Medium,Low,High,82.0,High
Inner Girivalam Path / Forest Tract (Restricted),12.241206121654344,79.08508350436377,23,0,0,6,Low,Low,Medium,High,100.0,High
Inner Girivalam Path / Forest Tract (Restricted),12.241070270744208,79.08625441541851,14,0,1,6,Medium,High,High,High,81.2,High
Inner Girivalam Path / Forest Tract (Restricted),12.239507588008896,79.0867748919299,18,0,0,3,High,Low,High,High,50.0,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.241276433068544,79.08559965325121,14,0,1,3,Medium,Low,High,High,59.7,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.241572013574208,79.08543117159252,16,0,0,3,High,Low,Medium,High,40.0,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.240021144469317,79.08628054739162,23,0,0,4,Medium,Low,Low,High,85.7,High
Inner Girivalam Path / Forest Tract (Restricted),12.239159199836175,79.08493172079719,14,0,0,2,Medium,Medium,Medium,High,56.6,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238975739364209,79.08365507609786,11,0,0,4,High,Low,High,High,72.2,High
Inner Girivalam Path / Forest Tract (Restricted),12.240766240090714,79.08432496710762,1,0,0,5,Medium,Medium,Low,High,85.9,High
Inner Girivalam Path / Forest Tract (Restricted),12.238633236018822,79.08602541307118,0,0,0,4,Low,Low,Low,High,91.5,High
Inner Girivalam Path / Forest Tract (Restricted),12.23902377044891,79.086873971579,13,0,0,2,Medium,Medium,Low,High,54.3,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.24096793821879,79.08587926198577,9,0,0,4,Medium,High,Low,High,71.7,High
Inner Girivalam Path / Forest Tract (Restricted),12.2405260256461,79.08410590798768,0,0,0,4,Medium,Low,Low,High,78.3,High
Inner Girivalam Path / Forest Tract (Restricted),12.238967821464486,79.086101167411,4,1,0,5,Medium,Low,Medium,High,85.1,High
Inner Girivalam Path / Forest Tract (Restricted),12.240640802000371,79.0853785441794,4,0,1,3,Medium,Medium,Medium,High,86.6,High
Inner Girivalam Path / Forest Tract (Restricted),12.240801128384744,79.08323376088283,7,0,0,5,Low,Medium,Low,High,84.2,High
Inner Girivalam Path / Forest Tract (Restricted),12.239468943352978,79.08484526939628,18,0,0,3,Low,Low,High,High,66.5,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239338822856515,79.08666720490662,9,0,0,3,Medium,Medium,Medium,High,54.3,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238222386620114,79.0865646312282,16,0,0,4,Low,Low,Medium,High,64.5,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238499457275173,79.08405693124874,20,0,0,2,Medium,High,Medium,High,62.1,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238785219931412,79.08324903842741,9,0,0,5,High,High,Low,High,70.1,High
Inner Girivalam Path / Forest Tract (Restricted),12.241998596975701,79.08440997101881,22,0,0,4,Low,Low,Medium,High,86.5,High
Inner Girivalam Path / Forest Tract (Restricted),12.24032516171073,79.08538508777286,3,0,0,0,Medium,High,Low,High,62.0,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.240510215375503,79.0848154406799,17,0,0,3,Low,Low,Low,High,64.2,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239177243594636,79.08538864168379,10,0,0,2,High,Medium,Medium,High,48.9,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239953810973999,79.08554738552016,3,1,0,3,Low,Low,Medium,High,94.3,High
Inner Girivalam Path / Forest Tract (Restricted),12.239606852505087,79.08647556817658,5,1,0,5,High,Medium,Medium,High,76.7,High
Inner Girivalam Path / Forest Tract (Restricted),12.241955808191461,79.08593666315454,11,0,0,1,Medium,Medium,High,High,45.3,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.240604759147447,79.08602800909851,23,0,0,5,Medium,Low,Medium,High,94.6,High
Inner Girivalam Path / Forest Tract (Restricted),12.24042303074738,79.08387898839814,17,0,0,5,High,Medium,High,High,68.4,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.23868759679414,79.08551588579074,6,0,0,3,Medium,Low,Medium,High,57.2,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.241506868634824,79.08383339979459,20,0,0,3,Low,Low,Medium,High,62.6,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.238319085910828,79.08319228564089,22,0,0,2,Medium,Low,High,High,66.9,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.239293411274488,79.08569181778996,21,0,0,2,Low,Medium,Low,High,59.7,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.240663010312145,79.08645400380819,8,0,0,2,Low,Low,Medium,High,59.9,Medium
Inner Girivalam Path / Forest Tract (Restricted),12.241462740868393,79.08692067480598,8,0,0,5,Medium,High,Low,High,76.4,High
Inner Girivalam Path / Forest Tract (Restricted),12.23931215704285,79.08636657446074,12,0,0,4,Medium,High,High,High,77.5,High
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.227269258193406,79.06361974799606,22,0,0,2,High,Medium,Low,Medium,47.4,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.226513326089322,79.0628787108477,12,0,0,1,Medium,Low,Low,Medium,17.9,Low
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.226604281977082,79.0620567336268,0,0,0,2,Low,Medium,High,Medium,80.1,High
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.226972754005702,79.06571371876508,14,0,1,7,Low,High,Medium,High,98.4,High
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.22972919339893,79.062158952545,8,0,0,1,Low,Medium,High,Medium,39.4,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.229254287108837,79.0657551124991,16,0,0,3,Low,High,Medium,Medium,66.2,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.227781475467932,79.06240656264643,12,0,0,2,Medium,Low,High,Medium,31.1,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.228996520367817,79.0632286437775,14,0,0,5,Medium,High,Medium,Medium,60.8,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.227683530790225,79.06478459060232,8,0,0,4,Medium,Low,Low,Medium,33.1,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.228214790374503,79.06472172914563,12,0,0,4,Low,Medium,Medium,Medium,64.6,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.228955155633763,79.06498018419403,7,0,1,3,Medium,High,High,High,79.2,High
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.226255998791489,79.06394651567624,13,0,0,2,Low,Low,Low,Medium,40.5,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.229842550674833,79.06265739849347,15,0,0,2,Medium,Medium,Medium,Medium,30.4,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.228928953973579,79.06386543938807,6,0,0,2,Medium,Low,Medium,Medium,33.9,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.228103272213309,79.06224715171045,23,0,1,3,Medium,High,Medium,High,89.1,High
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.227120053131587,79.06599494451642,6,0,0,0,High,Low,High,Medium,19.3,Low
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.229551810397618,79.06519050042328,3,0,0,2,Low,Low,Medium,Medium,65.4,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.22912450947067,79.06414363350699,8,0,0,2,High,Low,High,Medium,32.2,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.227035617825535,79.06383615174677,1,1,0,0,High,High,Medium,Medium,56.4,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.228972907574162,79.06431332700328,22,0,0,1,Medium,Low,Medium,Medium,41.8,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.2291513780962,79.06216379095554,15,0,0,3,Medium,Medium,High,Medium,47.4,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.228814958183166,79.06247243356981,17,0,0,1,Low,Medium,Low,Medium,43.3,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.227472569344904,79.06553233327064,9,0,0,2,Low,Low,Low,Medium,32.2,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.227957214282227,79.06238736369953,18,0,0,5,Medium,High,Medium,Medium,62.9,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.226775490041899,79.06564557560009,5,1,0,1,Medium,Medium,Medium,Medium,30.4,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.22981014957348,79.06248837154271,4,0,0,2,High,High,Medium,Medium,69.0,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.227308760233402,79.06286346023667,3,0,0,1,Low,Low,Medium,Medium,60.0,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.227966356677014,79.0629603659596,11,0,0,0,Low,Medium,Low,Medium,32.8,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.227611081323456,79.065957213465,18,0,0,2,Low,Low,Medium,Medium,39.6,Medium
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.227623703949558,79.0651224909315,11,0,0,0,Medium,Medium,Low,Medium,21.8,Low
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.228263043320307,79.06593447572534,2,0,0,3,Low,Low,High,Medium,81.4,High
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.226065257833106,79.06300925143911,23,0,0,5,Medium,Medium,Medium,Medium,75.9,High
"VOC Nagar (Hill Base, Landslide-Prone Zone)",12.227335396303124,79.06385604589993,10,0,0,1,Low,Low,Low,Medium,37.5,Medium
