time_hour,previous_incidents,crowd_level,weather_risk,tourist_density,zone_risk,risk_score,risk_label
1,1,High,Low,Medium,High,48.761765338688534,Medium
3,2,Low,Low,High,Low,50.9603342432376,Medium
1,4,High,Low,Medium,Medium,72.47413885144115,High
14,1,Medium,Medium,Low,Low,13.222646229450081,Low
1,1,High,Low,Medium,Low,23.15539302975033,Low
3,1,Medium,Medium,High,Low,52.18152815972984,Medium
5,3,Low,High,Medium,Medium,73.34672637072167,High
6,4,Low,Medium,High,High,89.68208513818436,High
9,6,Medium,Medium,High,Low,51.24209251392671,Medium
18,1,High,Medium,Medium,Medium,30.422723899153652,Medium
18,1,Medium,Medium,Medium,Low,17.29159579591907,Low
21,6,Low,Low,Medium,Medium,72.98568164482164,High
11,2,Medium,Low,Medium,Low,14.950791295736106,Low
2,2,Medium,Medium,Low,Low,50.483430729747475,Medium
12,3,Low,Medium,High,Medium,50.496461147953276,Medium
17,4,Low,High,Medium,Medium,67.84490244361292,Medium
7,0,Low,Medium,High,Low,23.518923010168372,Low
20,3,Low,High,Medium,Medium,76.83373139178717,High
14,3,Low,Low,Medium,Low,25.239878179071106,Low
0,3,Low,Medium,Medium,Low,73.99907126435018,High
2,1,High,High,High,Low,45.549212210888264,Medium
7,0,Low,Low,Low,High,46.35266642115403,Medium
3,0,Low,Low,High,High,76.6310780210933,High
15,1,Low,Low,Medium,Low,21.28841656224287,Low
22,1,Medium,Medium,High,Medium,63.47855975778757,Medium
9,1,Medium,Low,High,Medium,17.86007201697688,Low
11,1,Low,Medium,High,High,58.9750005782775,Medium
13,5,Medium,Low,Medium,High,83.50544991517823,High
13,3,Medium,Low,Medium,Medium,38.27846528108434,Medium
1,2,Low,High,High,Low,73.46451484336767,High
22,1,Medium,Low,Medium,Low,23.491028792727313,Low
4,1,Medium,Low,Medium,Medium,48.53991278689994,Medium
4,1,Low,Low,High,High,76.85990507688362,High
5,3,Medium,Medium,Medium,Low,37.55675389892344,Medium
12,6,High,Low,Medium,Medium,47.4469208424799,Medium
8,2,Medium,Medium,Low,Medium,32.43834429636996,Medium
21,4,Low,High,Low,Low,57.651863861849876,Medium
14,0,High,Low,High,Medium,9.178261679233739,Low
13,3,Medium,Low,High,Low,19.365049754778223,Low
23,6,Low,Low,Low,Medium,74.10021236372087,High
6,2,Medium,Medium,High,Medium,52.94549581069756,Medium
19,3,Medium,Low,Low,High,57.03096746931526,Medium
1,2,High,Medium,Medium,High,70.23927248435255,High
6,1,Low,High,Low,Low,33.897316281184516,Medium
5,1,Low,Low,High,Low,29.966250889826846,Low
16,2,Medium,Medium,High,Medium,43.76680246722329,Medium
1,5,High,Low,Medium,Medium,77.75449108644418,High
2,2,Low,Medium,Medium,High,98.60386799893186,High
4,1,High,Low,Medium,Low,41.99847273097011,Medium
4,2,Medium,Medium,High,High,84.57986282679006,High
0,1,High,Medium,Low,Low,33.66716528435984,Medium
7,2,Medium,Low,Medium,Low,19.804890542625664,Low
11,1,Low,Medium,Medium,Low,25.851116037280953,Low
23,0,Medium,Medium,Medium,High,71.81654265247556,High
3,2,High,Low,Low,Medium,46.03524820493221,Medium
12,2,Low,High,Medium,High,73.66110430303466,High
22,2,Medium,Low,Medium,Medium,51.62488116049515,Medium
14,0,Low,Medium,High,Low,31.787262228417042,Medium
10,2,Low,Low,Low,Medium,31.089625013106964,Medium
9,2,High,Medium,Medium,Low,15.183227945869676,Low
2,2,Low,Low,Medium,Medium,63.98325086409445,Medium
21,0,High,Low,Low,Low,1.981088735176348,Low
13,1,Medium,Low,Medium,Medium,28.39870996688488,Low
15,3,High,Medium,Low,Medium,36.77941547766212,Medium
9,1,Low,Medium,Low,Low,18.14332135946883,Low
9,0,Low,Medium,High,Low,22.871885685400954,Low
11,2,Low,High,Medium,Low,42.84048308529489,Medium
8,2,High,High,High,High,62.24934253545475,Medium
0,1,Medium,Medium,Medium,Low,37.27064961633856,Medium
4,2,Low,Medium,Medium,Medium,74.09819367903513,High
19,1,High,Low,Low,Low,16.739289775330633,Low
7,2,High,Medium,Low,Low,13.180095927795183,Low
10,0,High,Medium,High,Medium,19.845655423447546,Low
11,2,Low,Low,Medium,Medium,48.99333573050969,Medium
0,2,Low,Medium,Low,Medium,73.77230216686613,High
21,2,Medium,High,Medium,Medium,56.50783714329248,Medium
19,2,Medium,Low,High,Medium,47.57229096575615,Medium
10,2,Low,Low,Low,Low,19.86694326718481,Low
4,2,Low,Low,Low,Low,41.06168592227654,Medium
14,1,High,Low,Low,Low,5.097565978535144,Low
4,3,Low,Low,High,Low,70.99579794058315,High
11,3,Medium,Low,Low,High,53.4346051459532,Medium
4,1,Medium,Low,Low,Medium,47.47568054558549,Medium
16,0,Medium,High,Medium,Low,18.099540480958662,Low
16,0,Medium,Low,Medium,High,18.02802083513588,Low
23,1,Medium,Low,High,High,78.41809472973301,High
11,2,Low,Low,Medium,Low,22.001287091400744,Low
23,2,High,Low,Medium,High,71.00111961358878,High
14,4,Low,High,High,Low,63.64828456448826,Medium
14,0,High,Medium,Low,High,38.47874050632329,Medium
5,1,Medium,Medium,Low,Low,17.60655402230755,Low
11,5,Medium,Low,Medium,Medium,54.89797392105802,Medium
19,4,Low,Medium,High,Low,59.15034263495917,Medium
17,0,Low,Low,Medium,High,43.46325170451607,Medium
13,2,Medium,Low,Low,Low,11.281734247057244,Low
1,2,Low,Low,High,Low,51.30389368346843,Medium
8,5,High,High,Medium,Medium,58.20884774634578,Medium
4,0,High,Low,High,Medium,43.84507066191418,Medium
19,0,Low,Medium,High,Medium,47.35842429372002,Medium
0,2,Low,Low,Low,Medium,52.20122833876288,Medium
22,1,Medium,Low,High,Medium,59.36202815396101,Medium
2,3,High,Medium,Low,Low,47.73331557367685,Medium
5,0,Medium,Low,High,Low,8.821041700585761,Low
4,3,Low,High,High,Low,79.4381065786694,High
20,1,Medium,Low,Medium,High,50.908868815760854,Medium
4,3,Low,Low,Medium,Low,49.18680371013061,Medium
0,0,Low,Medium,Low,Low,39.72710225568845,Medium
16,1,Low,Medium,Low,Medium,41.21559190520665,Medium
18,1,Medium,Low,Low,Low,0.044429583570497755,Low
13,1,Low,Medium,High,Low,25.89566167187477,Low
11,1,Medium,Medium,Medium,Medium,29.599940321714854,Low
9,3,High,Low,Low,Low,7.332406945218963,Low
19,5,Medium,High,High,Medium,74.38644191601541,High
20,3,Medium,Low,Low,Low,23.284002595683447,Low
17,2,Low,Low,High,Low,32.597753478542074,Medium
23,1,Medium,Medium,Medium,High,67.55834453472374,Medium
10,1,Low,Low,Medium,Low,26.492684536195103,Low
1,4,Medium,Medium,Low,Low,69.93971776020916,Medium
17,2,Low,Low,High,High,59.02304595039774,Medium
6,3,Low,Low,Low,Low,52.10240539315609,Medium
23,1,Low,High,Low,Low,60.25400169534946,Medium
14,1,Low,Medium,Medium,Low,28.973151087837813,Low
10,2,Medium,Medium,High,Medium,42.62748644189199,Medium
17,1,Medium,Low,Low,Low,0.0,Low
22,2,Low,Low,Medium,Medium,63.297910448685926,Medium
11,5,Medium,Medium,Medium,Low,35.25161678429403,Medium
5,1,Medium,Medium,Medium,Low,35.251457060801656,Medium
19,3,Medium,Low,Medium,Medium,59.27896667522931,Medium
22,1,High,Low,Low,Low,27.287374596150674,Low
12,3,Low,Low,Medium,Low,33.511242965182916,Medium
19,3,Low,Low,Medium,Medium,64.77513128377612,Medium
15,3,Medium,Medium,Low,High,56.71100385662112,Medium
17,3,High,Low,Medium,Low,24.218246066539393,Low
9,3,Medium,Low,Low,Low,32.18957300993694,Medium
22,4,High,Low,Medium,Low,56.66546079073621,Medium
7,0,High,Low,Medium,High,25.263941889831017,Low
17,3,Medium,Low,High,High,61.03678745042987,Medium
20,2,Medium,High,Medium,High,69.99319758107218,Medium
0,0,Medium,Medium,Low,Low,31.674422535722453,Medium
22,5,Medium,Low,Low,Low,64.86234027603035,Medium
7,3,Medium,Medium,Medium,Low,24.01761796077805,Low
5,2,Medium,Medium,Medium,Low,33.621966465024194,Medium
4,1,Medium,Low,Medium,Medium,56.85444558377123,Medium
14,3,Low,Low,Medium,Low,26.857878491365355,Low
21,0,High,Low,High,Medium,18.4957111477325,Low
14,0,Medium,Low,High,High,29.050428826783996,Low
1,1,High,Medium,Low,Low,30.347593058139577,Medium
0,1,Medium,Low,Medium,Medium,49.76658616590508,Medium
22,2,Low,High,Low,Low,61.17910362784086,Medium
22,3,Low,Medium,Medium,Low,61.92871912469838,Medium
10,2,High,Low,Medium,Low,11.461510343462006,Low
9,3,Low,Medium,Medium,Low,37.018765345102,Medium
17,3,High,Low,Medium,Low,12.822002748738559,Low
17,3,Low,Low,High,Medium,52.37913929689356,Medium
16,3,High,Medium,Low,Medium,36.69068393184939,Medium
7,4,High,Low,Low,Low,25.09552904770119,Low
14,3,High,Low,Low,High,55.114394595196075,Medium
7,2,Low,Medium,Medium,High,51.34671556860282,Medium
16,0,Medium,High,Low,Medium,34.11543852152314,Medium
11,4,Low,Low,Medium,Low,38.954063651386825,Medium
7,5,Low,Low,Low,Low,47.66936455206097,Medium
13,4,Low,Medium,Low,Medium,53.95623877284868,Medium
3,1,Medium,Medium,Low,High,66.73796235642126,Medium
0,0,Low,Low,Low,Low,27.251721525299544,Low
0,2,High,High,Medium,Medium,73.150819707135,High
18,4,Low,Medium,Medium,Low,46.81601164389265,Medium
15,1,Low,Medium,Low,Medium,45.75813806744038,Medium
13,0,Low,High,Medium,Low,27.415220522065255,Low
20,1,High,High,Low,Medium,39.96903722150379,Medium
15,4,Low,Low,Medium,Medium,57.363294465134786,Medium
4,2,High,Low,High,Low,37.96849562043492,Medium
8,0,Medium,Medium,Medium,Low,15.787538518718247,Low
1,3,High,High,High,High,95.06529407114603,High
17,2,Low,Medium,Medium,Medium,49.64138839242359,Medium
5,6,Medium,Low,High,Medium,61.3547574261676,Medium
8,2,Medium,Medium,Medium,Medium,41.14648051555737,Medium
0,2,High,Low,High,High,65.44708692969375,Medium
8,4,Medium,High,High,Low,48.58642133134838,Medium
15,3,High,Low,Low,High,53.09682257057231,Medium
12,1,Low,High,Low,Low,39.4404762789496,Medium
8,2,Medium,Low,Medium,Low,12.950209023989839,Low
20,2,Low,High,Medium,Medium,70.63580106505442,High
12,3,Low,Low,High,High,62.78119350038888,Medium
8,2,Low,Medium,Low,Low,31.690452111846206,Medium
10,1,High,High,High,Low,19.500081810324506,Low
3,0,High,Medium,Low,Medium,39.06552983048999,Medium
1,2,Low,Medium,Low,Low,66.24268055202893,Medium
5,2,High,Low,High,High,57.79604490263062,Medium
13,1,Medium,Low,Low,Medium,18.304567066686268,Low
3,1,Medium,High,Low,High,64.23450078466973,Medium
5,0,Low,Low,Low,Low,23.005689307533082,Low
18,4,Medium,Medium,High,Low,53.115185071519775,Medium
5,1,Low,Medium,Medium,Medium,51.5778104590637,Medium
1,0,Low,Low,High,Low,40.69379233580764,Medium
17,1,Medium,Low,Medium,Medium,25.287029610446076,Low
12,1,High,Low,Medium,Low,1.201592954732142,Low
8,2,Medium,Low,Low,Low,25.251005539343062,Low
22,3,High,High,Low,High,89.88288617078652,High
18,3,High,Medium,Medium,Medium,44.17633633695483,Medium
12,2,Low,Low,Medium,Low,38.68595024089824,Medium
10,3,Low,Low,Low,High,68.23338584545218,Medium
0,3,Medium,Medium,Low,Medium,66.4714532151611,Medium
23,3,High,Low,Low,Medium,51.325196996742235,Medium
21,2,High,Low,Medium,Low,21.26491784365417,Low
6,2,High,Low,Low,Low,15.74777091164675,Low
20,1,Medium,High,Low,High,62.685789540788925,Medium
14,3,High,Low,Low,Low,9.930211274687238,Low
0,2,Low,Low,High,Low,48.243159232273456,Medium
11,2,Low,High,Low,Low,23.479254977085535,Low
6,1,Medium,Low,High,Low,32.27397498372121,Medium
14,0,High,High,Medium,Medium,14.033863559860102,Low
20,2,High,Low,Medium,Low,25.12936463729284,Low
18,1,Low,Low,Low,Low,21.812877363094234,Low
0,2,High,Low,Medium,High,68.64032106482311,Medium
16,1,High,Low,Low,Medium,15.111843772549594,Low
16,2,Medium,Low,Low,Low,13.29954255892154,Low
2,1,Low,Low,High,Medium,61.390511592201605,Medium
11,1,Medium,Low,Medium,Low,9.443984238176837,Low
5,3,Medium,Low,Low,Low,28.111434369796633,Low
10,3,Medium,Medium,Medium,Medium,40.877479778823556,Medium
2,2,Medium,Medium,Medium,Medium,71.13583011515689,High
7,2,High,High,Medium,High,62.2275737728401,Medium
13,1,Low,Medium,Medium,Medium,42.10078558394316,Medium
13,4,Low,High,Low,High,80.28563753744248,High
9,2,Medium,Low,Low,High,37.5203190085865,Medium
1,1,Low,Low,Medium,Medium,62.16267884635687,Medium
13,5,High,Low,Medium,High,58.37628735920828,Medium
8,6,Low,Medium,Medium,Medium,65.01933973978488,Medium
2,4,Medium,High,Medium,Low,70.5392009252691,High
20,3,High,Medium,Medium,Low,37.5087600034586,Medium
7,0,Low,Low,Medium,Low,8.921579203303317,Low
15,1,High,Medium,High,High,52.397217918975194,Medium
1,0,Medium,Low,Low,Medium,45.911348722744314,Medium
5,2,Low,Low,Medium,Medium,48.9147934327134,Medium
20,0,High,Medium,High,Low,42.15670722198092,Medium
11,2,Low,Low,Medium,Low,20.330840397857045,Low
4,2,Medium,Low,Medium,Low,44.694765205938175,Medium
1,3,Low,Medium,Low,High,94.375770767939,High
15,4,Low,Medium,High,High,84.32168043067,High
4,2,High,Low,Medium,Medium,61.255408101586454,Medium
14,2,High,Low,Medium,Low,9.356441272198303,Low
11,3,Low,High,Low,Low,44.254558553775276,Medium
3,1,Medium,Low,Low,Low,33.54838234554371,Medium
14,2,High,Low,Low,Low,0.0,Low
10,2,High,Low,Low,High,37.8135655275364,Medium
15,3,Medium,Medium,High,Low,36.40478601977537,Medium
22,3,High,Low,High,Medium,56.74886926623799,Medium
5,3,Medium,Low,Medium,Medium,62.099103148213715,Medium
13,2,Medium,Low,Low,Low,13.570659266316976,Low
17,3,High,Low,Low,Low,8.577640307033679,Low
11,1,Low,Low,Medium,High,46.56898661717534,Medium
10,2,Low,Medium,Low,Low,25.255540640870784,Low
12,2,Low,High,Medium,Medium,52.45865259516768,Medium
20,0,Low,High,Low,Low,40.02666587511262,Medium
22,3,Low,Medium,Medium,High,97.5709074624834,High
10,3,Medium,Medium,High,Low,36.70482431149802,Medium
22,4,Medium,Medium,Medium,Medium,80.06217078112488,High
15,0,Low,Medium,High,Medium,43.53629183426375,Medium
14,0,Low,Medium,High,Low,39.0615125443799,Medium
20,2,Low,Low,Medium,Low,43.43407221923427,Medium
14,1,Medium,Low,Medium,High,33.79445686661813,Medium
3,4,Medium,High,Low,Low,65.20606957269791,Medium
10,2,Low,High,High,Medium,54.22979691993669,Medium
18,3,High,Medium,Medium,Medium,40.13185578239453,Medium
14,0,Medium,High,High,Low,15.557636076759122,Low
3,2,High,Medium,Medium,Low,42.597818861229364,Medium
20,1,Low,Medium,Low,Low,35.352819751324546,Medium
12,1,High,Low,High,Medium,15.933236440829756,Low
21,0,Medium,Medium,Low,Medium,35.094036991033605,Medium
18,1,High,Medium,High,High,44.76020507439408,Medium
1,1,Medium,High,Low,Medium,55.43668326750746,Medium
13,1,High,Low,Medium,High,40.5361204801661,Medium
3,0,Medium,Medium,Medium,Low,34.91484794922358,Medium
15,3,High,Medium,High,Medium,50.754562538229706,Medium
20,1,High,Low,High,Low,22.231344953814023,Low
19,0,Medium,Low,High,Low,17.65522200839402,Low
13,1,Medium,Medium,Medium,Medium,27.196555099582074,Low
14,2,Low,Low,Low,Medium,29.958454391128818,Low
2,3,High,Medium,Medium,Low,51.123198481970135,Medium
7,2,Medium,Low,Medium,Medium,33.1869958341311,Medium
15,3,Medium,Low,High,Low,20.960163619855717,Low
9,1,Low,Low,High,High,46.74962557238914,Medium
3,1,Medium,Low,Medium,Low,39.19556230476486,Medium
17,2,Medium,Low,Medium,Low,20.462258139571308,Low
1,1,Medium,High,High,Medium,65.03904634594477,Medium
16,2,Medium,Low,High,Medium,33.89198185870195,Medium
12,1,Low,High,Medium,Medium,54.10111543751365,Medium
3,2,Low,High,High,Medium,79.38742579211878,High
10,1,Medium,High,Medium,High,50.73957929495777,Medium
6,4,Low,Low,Low,Medium,65.90876368275369,Medium
11,2,Medium,Medium,Low,Medium,29.653617718883343,Low
9,1,Medium,Low,Low,Medium,21.41352414883474,Low
6,3,High,Low,Low,High,55.58965254971312,Medium
12,2,Low,High,Low,Low,30.815960883196503,Medium
6,1,Low,Low,High,Medium,56.893253274699816,Medium
23,3,Medium,High,Medium,Medium,68.64862381612897,Medium
16,3,Medium,Medium,Medium,Low,31.66965138444104,Medium
9,0,Low,Low,Medium,Medium,26.243754447336205,Low
9,1,High,Low,Medium,Low,5.619719456045123,Low
23,0,Medium,Medium,Low,Low,31.591882709413408,Medium
3,0,Low,Medium,Low,High,66.20952521460248,Medium
19,3,Low,Medium,High,Low,54.20397764424359,Medium
3,1,High,Low,Medium,Medium,47.86579585548548,Medium
21,3,Low,Low,Medium,Low,42.543908794221764,Medium
6,0,Low,Low,Medium,Medium,38.14114985896457,Medium
21,2,Low,Low,Low,Low,22.09918448061794,Low
0,4,Medium,Low,Medium,Low,47.66716666306304,Medium
11,0,High,Low,Medium,High,24.55206753730981,Low
23,0,Low,Low,Medium,Low,44.029275174160624,Medium
12,1,Low,Medium,Low,Low,21.672223979722688,Low
9,2,Low,Medium,High,Low,41.04275376357096,Medium
14,2,Medium,Low,Low,Low,7.3374063765768875,Low
12,2,Low,Medium,Medium,Low,21.613574945705068,Low
22,1,High,Medium,Medium,Low,43.90005244062476,Medium
21,3,Low,Medium,Medium,Medium,62.375554444369016,Medium
21,2,Low,Medium,Medium,High,81.59820357634443,High
20,3,Low,Low,Low,Medium,53.69162944872189,Medium
21,1,High,Low,Medium,Medium,40.28005906152909,Medium
8,0,Medium,Low,Low,Low,19.099721952949405,Low
8,3,High,Low,Low,High,45.66018915415693,Medium
14,0,Low,Medium,Low,Low,9.809149886940816,Low
9,1,Low,High,Medium,High,69.2987533326223,Medium
23,1,Medium,Low,Low,Low,33.25360107509954,Medium
9,0,Medium,Medium,Low,High,30.593834824247715,Medium
7,2,Medium,Medium,Medium,Medium,35.04165904267151,Medium
23,1,Low,Low,High,Low,46.357200510007615,Medium
15,2,Low,High,High,High,78.12228124057367,High
16,3,Low,Low,High,Low,30.50578857265614,Medium
4,5,Medium,High,Medium,Medium,83.76793929466291,High
3,2,Medium,Low,Medium,High,63.963639718376136,Medium
17,3,High,Low,Medium,Low,5.765786123489768,Low
23,2,Low,Medium,Low,Low,58.76962659689,Medium
18,3,High,High,Low,Medium,44.496242899491264,Medium
3,1,Medium,Low,Low,Medium,50.736414312317635,Medium
6,2,Low,Medium,Low,High,67.71311046569193,Medium
9,0,High,Medium,Medium,Medium,17.525909859696007,Low
17,1,Medium,Low,Medium,Low,12.055440876426657,Low
18,0,Medium,Low,Low,High,35.33651848040286,Medium
3,3,Medium,Low,High,High,86.90876996893819,High
9,1,Low,Low,Medium,Low,13.305752259822984,Low
0,2,Medium,Medium,Medium,Low,54.677830326386186,Medium
22,1,High,High,High,Low,59.02415938888815,Medium
17,0,Low,Medium,Low,High,50.53108417582699,Medium
4,2,Medium,High,High,Low,67.9461950331906,Medium
14,2,High,Low,Medium,High,44.14072467240756,Medium
16,2,Low,Low,Medium,High,49.27145009538376,Medium
2,1,Low,High,High,Low,70.6048558695393,High
11,3,Low,High,Medium,Low,50.32859794247497,Medium
1,4,Medium,Low,Low,Low,42.878632968517664,Medium
0,2,High,Low,Low,Low,28.592113186838684,Low
22,3,Medium,Medium,Low,Low,53.47493420847732,Medium
20,2,Low,Low,High,Medium,71.38387326622335,High
16,6,Medium,Low,Low,Medium,55.79841291840366,Medium
21,5,High,Medium,Low,High,63.001640884962555,Medium
15,1,Low,High,High,Low,40.00494253661269,Medium
4,1,High,Medium,Low,Medium,57.93189817172464,Medium
14,3,High,Medium,High,High,56.57816059140192,Medium
2,3,Low,Low,Low,Low,49.968569468601025,Medium
6,6,Low,Medium,Low,Low,56.76795503802246,Medium
10,2,Medium,Low,Low,Medium,32.069048652325044,Medium
9,1,Medium,High,High,High,62.306947213727504,Medium
8,0,High,Low,Medium,Low,2.19814128117168,Low
13,2,Medium,Medium,Low,Medium,33.82044845347149,Medium
12,3,Low,High,Medium,High,88.49510909636913,High
1,2,Low,Low,Medium,Low,49.11966022927458,Medium
2,3,High,High,Low,Low,59.279423590206356,Medium
6,1,Low,Low,Medium,Medium,34.54447255252424,Medium
20,1,Medium,Low,Low,Low,17.771729690224337,Low
17,3,Low,Low,Low,Medium,40.18036486860695,Medium
2,0,Low,High,Medium,Low,55.61952318316739,Medium
9,1,Low,High,Low,High,52.257072640069225,Medium
21,3,Low,Low,High,High,87.8110596723412,High
6,2,Medium,Low,Low,Low,25.00115417916924,Low
8,1,Low,High,High,Low,53.49621662536921,Medium
16,1,High,Low,Low,Medium,20.705654441413373,Low
10,6,Medium,Medium,High,Low,47.58946477018746,Medium
6,1,Medium,Medium,Low,Medium,41.096093730894054,Medium
23,2,Medium,High,High,Low,64.98746728801326,Medium
13,1,Medium,Medium,Low,Low,18.548583147917977,Low
18,1,Low,Low,High,Low,27.027253506486247,Low
3,2,High,High,Medium,Low,65.57903254461473,Medium
5,2,Medium,Low,Medium,Low,34.94451920941797,Medium
9,1,Low,Low,Low,Medium,27.20349015827348,Low
6,2,Medium,Low,High,Medium,42.23764646425794,Medium
12,1,Medium,High,Low,Medium,39.65738377005745,Medium
13,3,Low,Medium,Medium,Low,41.1197364585276,Medium
3,3,High,Low,Medium,Low,43.6705204330238,Medium
7,3,Low,Medium,High,Low,34.26669595728421,Medium
4,3,Medium,Low,Medium,Low,52.34824003127824,Medium
0,4,High,High,Low,Medium,72.75897081955894,High
3,3,Low,Low,Medium,Medium,85.35733092644031,High
2,0,Low,Medium,Low,Low,44.41025302811543,Medium
8,0,Low,Medium,Low,Medium,32.33824439966794,Medium
7,2,Low,Low,Low,Low,24.952921463793835,Low
0,3,Low,High,High,High,100.0,High
5,1,High,Low,High,High,61.05614301654413,Medium
8,2,High,Medium,Low,Low,29.249072147733607,Low
6,2,Medium,Medium,Medium,Medium,55.390612269371644,Medium
3,3,Low,Medium,Low,Medium,80.00338021324667,High
12,0,High,Low,Low,Low,0.0,Low
16,1,Medium,High,Low,High,51.947569081687526,Medium
1,1,Low,Low,Medium,Medium,63.265389521536186,Medium
4,1,Medium,Medium,High,Medium,55.10953002175155,Medium
11,0,Low,Medium,Low,Medium,42.4673318846559,Medium
20,2,High,High,Low,Low,25.793018411708495,Low
7,0,Medium,Medium,Low,Low,0.0,Low
5,0,Medium,Low,High,Low,30.459213790846217,Medium
7,2,Medium,Medium,Low,Low,24.67201035930632,Low
17,4,Medium,Low,Medium,High,52.33981526357414,Medium
2,1,Low,Low,High,Low,49.93474850470474,Medium
21,3,Medium,High,Low,High,77.41631744027637,High
11,1,High,Medium,Medium,High,43.61920439125215,Medium
2,2,Low,Low,Low,High,70.80037908028186,High
21,2,High,Medium,High,Low,36.89527695754484,Medium
5,0,Medium,Low,Low,Low,18.986143633159546,Low
1,3,Low,Low,High,Low,50.639889726757836,Medium
22,2,Medium,Low,High,High,72.09417707115458,High
11,7,High,Medium,Medium,High,60.036280408003094,Medium
1,1,Medium,Medium,Medium,Low,38.41926492148647,Medium
5,2,Medium,Medium,High,Low,42.27111673745433,Medium
16,1,Medium,Low,Low,Medium,13.223714696394374,Low
2,1,Medium,Medium,Low,Low,49.41812480996182,Medium
1,1,Low,Low,Low,High,71.41634702236728,High
22,6,Low,Medium,Medium,High,100.0,High
19,0,Low,High,High,Medium,49.62233787161148,Medium
7,1,Low,Low,High,Medium,39.85128639283511,Medium
21,0,Low,Medium,Medium,Medium,49.33146700024966,Medium
11,6,Medium,High,Medium,Low,42.052056519167856,Medium
3,1,Medium,Low,High,High,63.04746133419826,Medium
4,2,Low,Medium,High,High,100.0,High
12,4,Low,Medium,Medium,Low,43.66088987645201,Medium
14,0,Low,Low,Low,Low,10.262588634100574,Low
22,2,Low,Medium,Medium,Low,62.31718824753624,Medium
15,2,Low,Medium,Medium,High,63.0748645538427,Medium
9,1,Medium,Low,Medium,Low,18.119324848156133,Low
22,4,Low,Low,High,Medium,77.60920953425527,High
15,2,Medium,High,High,Low,33.446682705321486,Medium
11,2,Medium,Medium,Medium,High,51.530469378180435,Medium
16,1,Low,Low,Low,Medium,26.23723745432494,Low
15,1,Low,Low,Low,Low,10.732291460952705,Low
11,6,Low,Medium,Low,Low,48.17690532315156,Medium
7,3,Low,Low,Medium,Low,40.09836667996829,Medium
19,2,Low,Low,High,Medium,49.93168418063759,Medium
2,4,High,Medium,Medium,Medium,69.87047524135103,Medium
15,0,Low,Medium,Medium,Low,26.580683416108847,Low
12,0,High,Low,Low,Low,6.875883631386808,Low
22,2,Low,Low,Medium,Low,56.63534522741173,Medium
18,2,High,Low,High,High,43.76344111051644,Medium
7,3,Medium,Low,High,Low,22.63578676270866,Low
21,2,Low,Low,Low,High,70.77553115275332,High
4,4,Low,Low,High,Medium,87.29751788191469,High
19,6,Medium,Low,Low,Medium,57.09632515444627,Medium
7,0,High,Low,Medium,Low,0.0,Low
23,2,Low,High,Low,Low,75.10262256304135,High
11,0,Low,Low,Medium,Medium,40.18307108421226,Medium
0,1,Low,Low,Low,Low,43.351598339107944,Medium
20,0,Low,Low,Medium,Low,27.237863815005078,Low
19,1,High,Low,Medium,High,40.10642245398314,Medium
5,4,Medium,Medium,Low,Low,44.26880180296578,Medium
21,2,Low,Low,High,Low,49.24899304846221,Medium
17,5,Low,Medium,Low,Medium,51.41220043053791,Medium
7,2,Low,Low,High,High,63.613225972351486,Medium
6,3,High,High,Medium,Low,49.12918026954314,Medium
0,1,High,Low,Medium,Medium,49.145798802948995,Medium
20,5,Low,Low,Medium,Medium,67.08004847804001,Medium
15,2,Medium,Low,Low,High,40.067216090335656,Medium
11,0,High,Low,Low,Low,0.0,Low
5,4,Low,Medium,Medium,High,99.93450222138694,High
19,1,Low,Low,High,Low,45.34677969178483,Medium
1,2,Low,Medium,High,Low,65.236179583138,Medium
13,5,Low,Low,Low,Low,40.199903787100745,Medium
3,2,Low,Low,Medium,Low,50.95220104185462,Medium
0,2,High,Low,Medium,Medium,49.12020647926994,Medium
22,5,Medium,Medium,Medium,Medium,70.7250171850943,High
17,0,Low,Low,High,Low,18.24115992186425,Low
12,4,Low,Low,Low,Low,46.16580142991933,Medium
1,3,Medium,Low,Medium,Low,48.76022877127659,Medium
8,5,Low,Medium,Medium,Low,48.29118777551896,Medium
20,0,Low,Medium,Low,Low,31.554604068087343,Medium
1,2,Low,Low,Medium,Low,49.67679439319587,Medium
8,1,Medium,Low,Low,Low,0.02542458197616959,Low
0,5,Low,Low,Medium,Low,62.28235235869716,Medium
10,3,Low,Low,Medium,High,62.21615163791259,Medium
2,1,Medium,Medium,Low,Low,30.23247404760547,Medium
19,2,Low,Low,Low,Low,34.10121317585735,Medium
22,0,High,Low,High,Low,27.488562819886855,Low
3,1,Medium,Medium,High,Low,51.32100247291554,Medium
17,5,Low,Low,High,Medium,62.037525108030515,Medium
22,1,Low,Low,High,High,72.68816278015846,High
5,3,Medium,Low,Low,Medium,45.92442504471998,Medium
2,1,Low,Low,Low,Medium,62.26640373005553,Medium
21,3,High,High,Low,Low,37.82900633352078,Medium
10,5,Medium,Medium,High,Low,55.638792689707515,Medium
14,0,Medium,Low,High,Medium,23.690033785006374,Low
21,1,High,Low,Medium,High,44.85497103609984,Medium
4,3,Low,Low,High,High,87.24459698165003,High
19,1,Medium,Low,Medium,Low,23.17420063451102,Low
9,3,Medium,High,Low,Low,33.44101731832252,Medium
11,0,High,Low,Low,Low,0.0,Low
14,1,Medium,High,Low,Low,31.550042773341016,Medium
